ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,Score_sum,Score_weightedAvg,Score_weightedStdDev,Q1.1,Q1.2,Q1.2_TEXT,Q1.3,Q1.3_TEXT,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.1_5,Q2.1_6,Q2.1_7,Q2.1_8,Q2.1_8_TEXT,Q2.2_x35,Q2.2_x4,Q2.2_x6,Q2.2_x25,Q2.2_x13,Q2.2_x2,Q2.2_x3,Q2.2_x15,Q2.2_x15_TEXT,Q2.3_x35,Q2.3_x4,Q2.3_x6,Q2.3_x25,Q2.3_x13,Q2.3_x2,Q2.3_x3,Q2.3_x15,Q2.3_x15_TEXT,Q3.1_1_35,Q3.1_2_35,Q3.1_3_35,Q3.1_4_35,Q3.1_5_35,Q3.2_35,Q3.1_1_4,Q3.1_2_4,Q3.1_3_4,Q3.1_4_4,Q3.1_5_4,Q3.2_4,Q3.1_1_6,Q3.1_2_6,Q3.1_3_6,Q3.1_4_6,Q3.1_5_6,Q3.2_6,Q3.1_1_25,Q3.1_2_25,Q3.1_3_25,Q3.1_4_25,Q3.1_5_25,Q3.2_25,Q3.1_1_13,Q3.1_2_13,Q3.1_3_13,Q3.1_4_13,Q3.1_5_13,Q3.2_13,Q3.1_1_2,Q3.1_2_2,Q3.1_3_2,Q3.1_4_2,Q3.1_5_2,Q3.2_2,Q3.1_1_3,Q3.1_2_3,Q3.1_3_3,Q3.1_4_3,Q3.1_5_3,Q3.2_3,Q3.1_1_15,Q3.1_2_15,Q3.1_3_15,Q3.1_4_15,Q3.1_5_15,Q3.2_15,Q4.1,Q4.2,Q5.1,Q5.2_1,Q5.2_2,Q5.2_3,Q5.2_4,LocationLatitude,LocationLongitude,LocationAccuracy
R_21A33HTLRLGrb9o,Default Response Set, ,11/5/2015,11/5/2015, , , , ,1,0,31.0,6.2,4.147288270665544,1,Others,Enrollment Management,Staff/Administrator, , , , , ,1, ,1, , , , , , ,5 years or more, ,5 years or more, , , , , , ,Daily, ,Daily, , , , , , , , , , , , , , , , , , , , , , , , , , ,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,There is no assurance of a committed response time; especially when problems arise. Would be wonderful to know there is a protocol that would indicate a definitive day/time when a response can be expected and have this communicated clearly to the requestor. Sometimes reasons why a problem occurred are not communicated and the fix is performed. Knowing what caused the issue is sometimes just as useful making the communication to ITS streamline through the process more efficiently., , , , , , ,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Same holder true. There is no assurance of a committed response time; especially when problems arise. Would be wonderful to know there is a protocol that would indicate a definitive day/time when a response can be expected and have this communicated clearly to the requestor. Sometimes reasons why a problem occurred are not communicated and the fix is performed. Knowing what caused the issue is sometimes just as useful making the communication to ITS streamline through the process more efficiently., , , , , , ,Neutral,Improve application slowness. Enhanced communication of problems and fixes and a commitment to communicate this to the end-user.,1,0,0,2.404,0, , ,-1
R_3gXjMtsAkfN47HV,Default Response Set, ,11/5/2015,11/5/2015, , , , ,1,0,16.0,4.0,1.1547005383792515,1,Information Technology, ,Staff/Administrator, , , , , ,1, , , , , , , , ,6 months to less than 2 years, , , , , , , , ,Monthly, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Neutral,Satisfied,Satisfied,Neutral,Dissatisfied,Very hard to navigate., , , , , , , , , , , , , , , , , , ,Neutral, ,1,0,0,1.978,0, , ,-1
R_pRbJznNMyMaxZy9,Default Response Set, ,11/5/2015,11/5/2015, , , , ,1,0,42.0,4.666666666666667,3.570714214271425,1,Others,Bookstore,Staff/Administrator, ,1,1,1,1,1, ,1, , ,5 years or more,5 years or more,5 years or more,5 years or more,5 years or more, ,5 years or more, , ,Daily,Weekly,Weekly,Monthly,Monthly, ,Daily, , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, ,Neutral,Neutral,Neutral,Neutral,Neutral, ,Neutral,Neutral,Neutral,Neutral,Neutral, ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , ,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied, , , , , , , ,Satisfied,"While there is always room for improvement, I am satisfied with the operations",1,0,0,2.274,0, , ,-1
R_ezFA5x6xKhuaItH,Default Response Set, ,11/5/2015,11/5/2015, , , , ,1,0,36.0,4.5,3.854496446637726,1,Others,global programs,Staff/Administrator, ,1,1,1,1, , ,1, , ,5 years or more,5 years or more,5 years or more,3 years to less than 5 years, , ,5 years or more, , ,Daily,Once a year,Weekly,Once a year, , ,Never, , ,Dissatisfied,Neutral,Neutral,Neutral,Neutral,"with regard to APWorkflow, process is still unclear and when raising issues, responses sometimes do not resolve issue - as an example if a remibursement is processed and fails budget check,  we are told to have FO approve original request - thsi doesn't work and some tell us to just submit new, but if somethingis in the system will it process and submitting new create a duplicaion?  no one seems to have the answers and we don't feel we can trust responses.  There are also very long delays in getting assistance to fix or change workflow paths...even if paths are for ULT members (How can we tell a Dean or an SVP that they have to wait a month or so for a reimbrusement because their new assistant is not added to a path for some technical reason?)",Neutral,Satisfied,Neutral,Neutral,Dissatisfied,"Hyperion PLanning is an excellent tool, support on it, however, is awful.  There is very little communication that goes out.

WHAT IS HYPERION STRATEGIC FINANCE?  Is that a tool all FO's should have?  we don't.",Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,"still very challenged by PeopleSync and PeopleLink support.  We run a very complex organization and yet staff/faculty information are not always enetred into the system correctly which in turn creates errors on payroll processing - sometimes beacues the wrong attribute was entered that changes everything on an employee - by accident.   I know we are still learning and things are getting better, but there are so many of these little issues that we spend more time on tracking and fixing.  it makes people/central admin look inept when delays or errors in payroll continue to occur to faculty and  others.",Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , , , , , , , ,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,"first - I have a very omplex and confusing security access so any reporting I need to do takes so much time to build - too much time - that I just simply avoid personally using these tools - asking my staff to do the analysis instead.  (NOT GOOD)/.
Second - we ocntinue to have challenges in which data in UDW+ is not correct, sometimes becuase fame isn't correct - sometiems relating to an incorrect inetrface between fame and UDW+ - and usually relating to foreign currencies, or the cmomplex structures in place for the global sites which create question on the integretity of the data/reporting.  We have come a long way in imporoving reporting, but we still are not fully there.", , , , , , ,Neutral, ,1,0,0,1.718,0, , ,-1
R_xx9Rs45qiP2N56h,Default Response Set, ,11/5/2015,11/5/2015, , , , ,1,0,26.0,4.333333333333333,3.011090610836324,1,School,Libraries,Staff/Administrator, ,1, ,1, , , ,1, , ,5 years or more, ,5 years or more, , , ,5 years or more, , ,Weekly, ,Daily, , , ,Monthly, , ,Neutral,Satisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,"I am mostly referring to ServiceLink. There are simple problems that used to be handled via phone. While I understand that the ""old"" system didn't work perfectly, it was easier to track from a customer perspective. I at times am so busy that the last thing I want to do is work through servicelink and simply deal with the ""inconvenience"". I also use AP Workflow and it is generally an okay system.", , , , , , ,Neutral,Neutral,Dissatisfied,Very Dissatisfied,Dissatisfied,"The systems don't integrate well and it pushes the work and sometimes issues downstream to the end users. myTime is still not fixed to handle the graduate student populations time off, PeopleAdmin is not a sophisticated applicant tracking system and  PeopleSync has its own challenges that lead to delays in processing transactions. The PeopleLink service is learning the system along with us and it is difficult for that group to support the schools when something goes wrong or we encounter a ""glitch"".", , , , , , , , , , , , , , , , , , ,Satisfied,Satisfied,Satisfied,Neutral,Neutral, , , , , , , ,Neutral,"a better voicemail system and possibly sending voicemails to my email would be great. 
there are other collaboration tools such as Stack that we could look into more
removing the VPN requirement for myTime
upgrading our applicant tracking system and our learning management system to a unified platform (integrated solution)
easier navigation, including log in to UDW",1,0,0,1.238,0, , ,-1
R_3nwrNjZQUDToWqK,Default Response Set, ,11/6/2015,11/6/2015, , , , ,1,0,19.0,3.1666666666666665,2.041241452319315,1,Finance, ,Staff/Administrator, ,1,1, , , , ,1, , ,5 years or more,3 years to less than 5 years, , , , ,2 years to less than 3 years, , ,Monthly,Monthly, , , , ,Weekly, , ,Neutral,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,"AP Workflow recent changes have cuased more confusion, having to look in two systems for an approver. In addition it is unknown for user putting in submission when it will be paid or status ""after"" approval the system should provide more details",Neutral,Dissatisfied,Neutral,Neutral,Dissatisfied,"FAME outages and communications is lacking, opting into a status page to know when system is available is out-dated, some new way of communicating should be entertained", , , , , , , , , , , , , , , , , , , , , , , , ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , ,Neutral, ,1,0,0,5.217,0, , ,-1
R_1PepgSm75m6O5eZ,Default Response Set, ,11/6/2015,11/6/2015, , , , ,1,0,30.0,5.0,2.898275349237888,1,School,Stern,Staff/Administrator, ,1, , , , ,1,1, , ,5 years or more, , , , ,5 years or more,5 years or more, , ,Once a year, , , , ,Once a year,Weekly, , ,Satisfied,Satisfied,Satisfied,Neutral,Neutral, , , , , , , , , , , , , , , , , , , , , , , , , ,Neutral,Neutral,Neutral,Neutral,Neutral, ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied, ,1,0,0,2.442,0, , ,-1
R_3qx6b2aoqHuvLTJ,Default Response Set, ,11/6/2015,11/6/2015, , , , ,1,0,34.0,4.857142857142857,4.099941927579439,1,Others,Student Health Center,Staff/Administrator, ,1,1,1, , , ,1, , ,3 years to less than 5 years,5 years or more,5 years or more, , , ,5 years or more, , ,Monthly,Once a year,Weekly, , , ,Weekly, , ,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied, ,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied, ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , , , , , , , , , , , , , ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , ,Very Satisfied, ,1,0,0,2.079,0, , ,-1
R_3FVVaf1PSJvXeBF,Default Response Set, ,11/9/2015,11/9/2015, , , , ,1,0,24.0,4.8,2.04939015319192,1,Project Services Office (PSO), ,Staff/Administrator, , , ,1, , , ,1, , , , ,3 years to less than 5 years, , , ,Less than 6 months, , , , ,Monthly, , , ,Weekly, , , , , , , , , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , , , , , , , , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied, ,1,0,0,1.365,0, , ,-1
R_3kn5ddiKLHy7Ed3,Default Response Set, ,11/9/2015,11/9/2015, , , , ,1,0,27.0,3.375,1.7677669529663689,1,Finance, ,Staff/Administrator, ,1,1,1,1, , ,1, , ,5 years or more,5 years or more,5 years or more,6 months to less than 2 years, , ,5 years or more, , ,Daily,Daily,Daily,Weekly, , ,Daily, , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied,Raise level of first-tier support for the applications at the Service Desk.,1,0,0,6.531,0, , ,-1
R_3lYwAdp72D9Mtb3,Default Response Set, ,11/9/2015,11/9/2015, , , , ,1,0,20.0,3.3333333333333335,2.065591117977289,1,Budget & Planning, ,Staff/Administrator, ,1, ,1, , , ,1, , ,2 years to less than 3 years, ,2 years to less than 3 years, , , ,2 years to less than 3 years, , ,Daily, ,Daily, , , ,Daily, , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied,Neutral,Satisfied,Very Satisfied,Very Satisfied, , , , , , , , , , , , , , , , , , , ,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , ,Satisfied,"am I the customer in this survey or are you talking about MY customers, since I am in a support role?",1,0,0,2.547,0, , ,-1
R_ByvQdl1XcRAE5Xj,Default Response Set, ,11/9/2015,11/9/2015, , , , ,1,0,13.0,3.25,0.5,1,Human Resource, ,Staff/Administrator, , , ,1, , , , , , , , ,3 years to less than 5 years, , , , , , , , ,Daily, , , , , , , , , , , , , , , , , , ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Neutral, ,1,0,0,2.225,0, , ,-1
R_1QaUonrmfOUKf3E,Default Response Set, ,11/9/2015,11/9/2015, , , , ,1,0,27.0,3.375,1.9226098333849673,1,Budget & Planning, ,Staff/Administrator, ,1,1,1, ,1, ,1, , ,3 years to less than 5 years,3 years to less than 5 years,3 years to less than 5 years, ,Less than 6 months, ,3 years to less than 5 years, , ,Weekly,Daily,Weekly, ,Monthly, ,Daily, , ,Satisfied,Dissatisfied,Satisfied,Neutral,Neutral,quite a few issues with JEMS during August,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied,Neutral,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , ,Satisfied,it seems there is room for more stability,1,234.074,234.074,234.426,1, , ,-1
R_2ts546EoS7T2pco,Default Response Set, ,11/9/2015,11/9/2015, , , , ,1,0,28.0,4.0,2.3804761428476167,1,Project Services Office (PSO), ,Staff/Administrator, ,1,1,1, , , ,1, , ,5 years or more,5 years or more,5 years or more, , , ,5 years or more, , ,Weekly,Weekly,Daily, , , ,Daily, , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , , , , , , , , , , , , , ,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , ,Very Satisfied,Better understanding of how the IT resources are being utilized across projects.,1,0,0,1.604,0, , ,-1
R_3DjBXvJpCUIXk2b,Default Response Set, ,11/9/2015,11/9/2015, , , , ,1,0,28.0,3.111111111111111,1.964971020425266,1,Abu-Dhabi, ,Staff/Administrator, ,1,1,1,1,1, ,1, , ,5 years or more,5 years or more,5 years or more,5 years or more,5 years or more, ,5 years or more, , ,Weekly,Daily,Daily,Monthly,Once a year, ,Daily, , ,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,ServiceLink should not be part of this survey.   Putting this in with the others distorts the view.   Budmod and Jems have been problematic this year with a clear lack of comms to Abu Dhabi,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Global partnership needs to implemented,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, ,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,There is no Lenel support in Abu Dhabi,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , ,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Again no support in AD for this service, , , , , , ,Dissatisfied,Develop partnerships with Abu Dhabi,1,0,0,1.506,0, , ,-1
R_3qfmOQ5kmWxmD6f,Default Response Set, ,11/9/2015,11/9/2015, , , , ,1,0,13.0,3.25,0.5,1,Human Resource, ,Staff/Administrator, , , ,1, , , , , , , , ,5 years or more, , , , , , , , ,Daily, , , , , , , , , , , , , , , , , , ,Satisfied,Neutral,Satisfied,Neutral,Neutral, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Neutral,"The support I have received from Prinson on a regular basis has been very good.  As a non technical person managing a system, I have always felt that he has provided guidance in a respectful and supportive manner.  I also feel that has he is good at getting us assistance from some resistant and unfriendly IT teams that exist outside of his own.  Honestly, without his support, we would be unable to provide the service level we provide to the University. 

Though Prinson and most members have been supportive, there have been occasions when I have worked with some where I have felt uncomfortable with their communication as it felt a bit judgmental and they seemed less open (or able) to explain things in a non technical way.  Fortunately, this has been less frequent and I have generally reached out to Prinson to ensure that I have had a positive experience.  

Though I know the team attempts to be as responsive as possible, and are always available during emergency situations,  the intense workload of the team has sometimes required that reach out multiple times when gathering information on issues the team views as less critical. Though I recognize that this occasional service gap may point to a need for greater resources for a team that provides the day to day support for so many critical systems, as a client I sometimes found it hard to not have the information I needed.  Again though I think this points to a need for additional resources and some new processes and not any performance needs for individuals.",1,0,0,2.241,0, , ,-1
R_2s5t8j12vd8MGoD,Default Response Set, ,11/9/2015,11/9/2015, , , , ,1,0,21.0,3.0,1.9148542155126762,1,Budget & Planning, ,Staff/Administrator, ,1,1,1, , , ,1, , ,5 years or more,5 years or more,6 months to less than 2 years, , , ,6 months to less than 2 years, , ,Daily,Daily,Weekly, , , ,Daily, , ,Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Regarding BUDMOD and JEMS - reliability of budget modifications and journals posting daily has become an issue.  Many become 'stuck' in the system from time to time for unknown reasons.,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , , , , , , , , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Neutral, ,1,0,0,9.059,0, , ,-1
R_2909UaL6aAE4alx,Default Response Set, ,11/9/2015,11/9/2015, , , , ,1,0,41.0,5.125,3.313931631332013,1,Student Services, ,Staff/Administrator, ,1, ,1, ,1, ,1,1,ImageNow,5 years or more, ,5 years or more, ,5 years or more, ,Less than 6 months,5 years or more, ,Daily, ,Weekly, ,Daily, ,Once a year,Monthly, ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , ,Neutral,Neutral,Neutral,Dissatisfied,Neutral,There is room for improvement here., , , , , , ,Neutral,Neutral,Neutral,Neutral,Neutral, ,Neutral,Neutral,Neutral,Neutral,Neutral, ,Neutral, ,1,0,0,3.835,0, , ,-1
R_3qZGpaNxIG0rLr8,Default Response Set, ,11/9/2015,11/9/2015, , , , ,1,0,34.0,5.666666666666667,3.777124126457412,1,University Development and Alumni Relations (UDAR), ,Staff/Administrator, ,1, , , , ,1,1, , ,5 years or more, , , , ,5 years or more,6 months to less than 2 years, , ,Daily, , , , ,Daily,Monthly, , ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , , , , , , , , , , , , , , , , , , , ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , ,Very Satisfied, ,1,0,0,43.73,0, , ,-1
R_24vK652RKN0FvXD,Default Response Set, ,11/10/2015,11/10/2015, , , , ,1,0,31.0,5.166666666666667,3.488074922742725,1,Student Services, ,Staff/Administrator, ,1, , , ,1, ,1, , ,2 years to less than 3 years, , , ,3 years to less than 5 years, ,2 years to less than 3 years, , ,Daily, , , ,Daily, ,Monthly, , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , , , , , , , , , , , , , ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied,Additional training on available functionality (particularly ServiceLink),1,0,0,1.339,0, , ,-1
R_339fza6KEkkqGPf,Default Response Set, ,11/10/2015,11/10/2015, , , , ,1,0,31.0,4.428571428571429,2.63673679998231,1,Public Safety, ,Staff/Administrator, ,1, ,1,1, , , ,1,Perspective,6 months to less than 2 years, ,6 months to less than 2 years,6 months to less than 2 years, , , ,6 months to less than 2 years, ,Weekly, ,Weekly,Weekly, , , ,Daily, ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, ,Neutral,Satisfied,Neutral,Neutral,Satisfied, , , , , , , , , , , , , , , , , , , ,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,"Perspective is provided by an outside vendor, with whom we're working to try to address the ongoing problems that we've had with the application.",Satisfied, ,1,0,0,1.939,0, , ,-1
R_210tZWzWjKsebtA,Default Response Set, ,11/10/2015,11/10/2015, , , , ,1,0,24.0,4.0,2.3664319132398464,1,Public Safety, ,Staff/Administrator, ,1, ,1,1, , , , , ,5 years or more, ,3 years to less than 5 years,5 years or more, , , , , ,Weekly, ,Weekly,Daily, , , , , ,Neutral,Satisfied,Satisfied,Satisfied,Very Satisfied, , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied, ,Satisfied,Neutral,Satisfied,Very Satisfied,Very Satisfied, , , , , , , , , , , , , , , , , , , , , , , , , ,Very Satisfied,"Thanks for everything you are doing.  TOS is doing excellent work, almost always with a smile.
Follow a consistent maintenance schedule; leverage costly infrastructure to avoid requiring system outages for routine maintenance; implement cross-organizational change management to minimize system breakdowns; audit means of user access to applications (like Workflow, ModTrak, etc.) to confirm consistent, intuitive user experiences.
There are other applications for which TOS runs the infrastructure, but which have no ""app lead,"" and so therefore are either at risk or underperforming; audit these apps to evaluate which ones should have ""app leads,"" which could mitigate enterprise risks and improve the profile of TOS.",1,0,0,1.169,0, , ,-1
R_3lSuXbFjXHEUZA5,Default Response Set, ,11/10/2015,11/10/2015, , , , ,1,0,26.0,4.333333333333333,3.32665998663324,1,School,Silver School of SocialWork,Staff/Administrator, ,1, ,1, , , , ,1,"Desktop Support, Telecommunications",3 years to less than 5 years, ,3 years to less than 5 years, , , , ,3 years to less than 5 years, ,Daily, ,Daily, , , , ,Daily, ,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,AP workflow and service link forms are not detailed and we are not informed on the progress of the requests., , , , , , ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , , , , , , , , , , , , , , , , , , , ,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Both could use better communication. Telecommunication almost never has enough staff to take care of timely requests.,Dissatisfied,"Better communication, need to update clients on their tickets. Usually have to chase the ticket down before hearing back. Even when contacting the handler there is a lack of response some times.",1,0,0,2.191,0, , ,-1
R_3kuLrf0syKdSGFM,Default Response Set, ,11/10/2015,11/10/2015, , , , ,1,0,27.0,4.5,3.449637662132068,1,Student Services, ,Staff/Administrator, ,1, ,1, ,1, , , , ,6 months to less than 2 years, ,6 months to less than 2 years, ,6 months to less than 2 years, , , , ,Daily, ,Weekly, ,Daily, , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , , , , , , , , , , , , , ,Satisfied,"I believe the applications can be more integrated.  For example Modtrak and Workspace.  I have to go into both applicaitons to approve and review and then close the modtrak.  When you do this for the most of of your day, this could be more effective if there was some integration between the two.  Or a workflow for the IT leve approver [in my case].",1,0,0,1.976,0, , ,-1
R_5544T8OzONmDmF3,Default Response Set, ,11/10/2015,11/10/2015, , , , ,1,0,17.0,4.25,1.8929694486000912,1,Project Services Office (PSO), ,Staff/Administrator, , , ,1, , , , , , , , ,Less than 6 months, , , , , , , , ,Weekly, , , , , , , , , , , , , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Satisfied, ,1,0,0,2.166,0, , ,-1
R_1Imbk4dljASAdfH,Default Response Set, ,11/10/2015,11/10/2015, , , , ,1,0,32.0,4.571428571428571,2.699206232527312,1,School,FAS,Staff/Administrator, ,1, ,1, ,1, ,1, , ,5 years or more, ,5 years or more, ,5 years or more, ,5 years or more, , ,Once a year, ,Daily, ,Daily, ,Daily, , ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , ,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied,"PeopleSync and myTime, while performing the *promised* functions, do not assist in their design with integrated planning or reporting needs, and the staff controlling them have not had the opportunity to understand ""end user"" policy-and-procedure-driven priorities given the swift rate of institutional change.", , , , , , ,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , ,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,"I agree that 3 data warehouses is too many, but OBIEE seems to be a tool unsupported by Oracle, giving it no edge over the other data warehouses from this user's point of view.  Its performance and up-time do not seem to be superior.  Its inflexibility and proven inability to replace less structured environments (which persist in all information domains on other competing DW's) do not seem to support the arguments for it over other technical solutions to data warehousing needs. 

I fear it may soon be time to look at what will replace OBIEE as Oracle pulls away from it, and all the light and fury around loyalty to our current implementation of it (and the business logic coded into it that can not be easily extracted again for use elsewhere) will continue to take precedence over the practical information needs of our various offices.

I think the team tasked with development/consolidation of the UDW's should be less driven by their sponsors to promise the moon years before they can make good on those promises, and should be allowed to focus on concrete improvements in reliability and availability of base data only, not on its analysis, nor on metrics that do no have widespread consensus, nor hosting within their reporting software a library of ""official reports.""  Official data sets, yes, but not official reports, and especially not official reports on dynamic updating transactional data.", , , , , , ,Satisfied,"for your own metrics, calculate each apps uptime as % of workday hours with correct functioning, not % of time 24-7 (if you need to go global, have % of NY workdays, % of AD workdays, but not 27/7)

minimize using consultants who leave for problem solving or system augmentations, instead try to retain our best problem solvers",1,0,0,6.171,0, , ,-1
R_28MKGXJsLpMyaae,Default Response Set, ,11/11/2015,11/11/2015, , , , ,1,0,21.0,3.5,1.760681686165901,1,Finance, ,Staff/Administrator, , ,1,1, , , ,1, , , ,5 years or more,5 years or more, , , ,3 years to less than 5 years, , , ,Monthly,Monthly, , , ,Monthly, , , , , , , , ,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,The financial applications are not reliable in terms of availability and the communication when there is an issue is too slow.,Satisfied,Satisfied,Neutral,Satisfied,Satisfied, , , , , , , , , , , , , , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Neutral, ,1,0,0,2.532,0, , ,-1
R_28PcZtEXVqzM4mX,Default Response Set, ,11/12/2015,11/12/2015, , , , ,1,0,23.0,5.75,4.856267428111155,1,Others,Anonymous,Staff/Administrator, , , , ,1, , , , , , , , ,5 years or more, , , , , , , , ,Weekly, , , , , , , , , , , , , , , , , , , , , , , ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , , , , , , , , , , , , , , , , , , , ,Neutral, ,1,0,0,.927,0, , ,-1
